Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-byid-relatedpeople,1,0,408
Cross.list-simple-byid-relatedpeople-json,1,0,433
Cross.list-simple-byid-relatedpeople-xml,1,0,428
Cross.list-simple-byid-requestgroups,1,0,0
Cross.list-simple-byid-requestgroups-json,1,0,0
Cross.list-simple-byid-requestgroups-xml,1,1,0
Cross.list-simple-byid-requirements,1,0,0
Cross.list-simple-byid-requirements-json,1,0,0
Cross.list-simple-byid-requirements-xml,1,0,0
Cross.list-simple-byid-researchdefinitions,1,0,0
Cross.list-simple-byid-researchdefinitions-json,1,0,0
Cross.list-simple-byid-researchdefinitions-xml,1,0,0
Cross.list-simple-byid-researchelementdefinitions,1,0,0
Cross.list-simple-byid-researchelementdefinitions-json,1,0,0
Cross.list-simple-byid-researchelementdefinitions-xml,1,0,0
Cross.list-simple-byid-researchstudies,1,0,0
Cross.list-simple-byid-researchstudies-json,1,0,0
Cross.list-simple-byid-researchstudies-xml,1,1,0
Cross.list-simple-byid-researchsubjects,1,0,0
Cross.list-simple-byid-researchsubjects-json,1,0,0
Cross.list-simple-byid-researchsubjects-xml,1,0,0
Cross.list-simple-byid-riskassessments,1,0,0
Cross.list-simple-byid-riskassessments-json,1,1,0
Cross.list-simple-byid-riskassessments-xml,1,1,0
Cross.list-simple-byid-riskevidencesyntheses,1,0,0
Cross.list-simple-byid-riskevidencesyntheses-json,1,0,0
Cross.list-simple-byid-riskevidencesyntheses-xml,1,1,0
Cross.list-simple-byid-schedules,1,0,0
Cross.list-simple-byid-schedules-json,1,1,0
Cross.list-simple-byid-schedules-xml,1,1,0
Cross.list-simple-byid-searchparameters,1,0,382
Cross.list-simple-byid-searchparameters-json,1,1,402
Cross.list-simple-byid-searchparameters-xml,1,1,398
Cross.list-simple-byid-servicerequests,1,1,190
Cross.list-simple-byid-servicerequests-json,1,1,200
Cross.list-simple-byid-servicerequests-xml,1,1,198
Cross.list-simple-byid-slots,1,1,0
Cross.list-simple-byid-slots-json,1,1,0
Cross.list-simple-byid-slots-xml,1,1,0
Cross.list-simple-byid-specimen,1,0,60
Cross.list-simple-byid-specimen-json,1,0,65
Cross.list-simple-byid-specimen-xml,1,0,64
Cross.list-simple-byid-specimendefinitions,1,0,0
Cross.list-simple-byid-specimendefinitions-json,1,0,0
Cross.list-simple-byid-specimendefinitions-xml,1,1,0
Cross.list-simple-byid-structuredefinitions,1,18,10233
Cross.list-simple-byid-structuredefinitions-json,1,19,10778
Cross.list-simple-byid-structuredefinitions-xml,1,20,10669
Cross.list-simple-byid-structuremaps,1,0,0
Cross.list-simple-byid-structuremaps-json,1,0,0
Cross.list-simple-byid-structuremaps-xml,1,0,0
Cross.list-simple-byid-subscriptions,1,0,0
Cross.list-simple-byid-subscriptions-json,1,1,0
Cross.list-simple-byid-subscriptions-xml,1,1,0
Cross.list-simple-byid-subscriptiontopics,1,0,0
Cross.list-simple-byid-subscriptiontopics-json,1,0,0
Cross.list-simple-byid-subscriptiontopics-xml,1,0,0
Cross.list-simple-byid-substancenucleicacids,1,0,0
Cross.list-simple-byid-substancenucleicacids-json,1,1,0
Cross.list-simple-byid-substancenucleicacids-xml,1,1,0
Cross.list-simple-byid-substancepolymers,1,0,0
Cross.list-simple-byid-substancepolymers-json,1,0,0
Cross.list-simple-byid-substancepolymers-xml,1,0,0
Cross.list-simple-byid-substanceproteins,1,0,0
Cross.list-simple-byid-substanceproteins-json,1,0,0
Cross.list-simple-byid-substanceproteins-xml,1,1,0
Cross.list-simple-byid-substancereferenceinformations,1,0,0
Cross.list-simple-byid-substancereferenceinformations-json,1,0,0
Cross.list-simple-byid-substancereferenceinformations-xml,1,1,0
Cross.list-simple-byid-substances,1,0,136
Cross.list-simple-byid-substances-json,1,1,146
Cross.list-simple-byid-substances-xml,1,1,144
Cross.list-simple-byid-substancesourcematerials,1,0,0
Cross.list-simple-byid-substancesourcematerials-json,1,0,0
Cross.list-simple-byid-substancesourcematerials-xml,1,0,0
Cross.list-simple-byid-substancespecifications,1,0,0
Cross.list-simple-byid-substancespecifications-json,1,0,0
Cross.list-simple-byid-substancespecifications-xml,1,0,0
Cross.list-simple-byid-supplydeliveries,1,0,0
Cross.list-simple-byid-supplydeliveries-json,1,1,0
Cross.list-simple-byid-supplydeliveries-xml,1,1,0
Cross.list-simple-byid-supplyrequests,1,0,0
Cross.list-simple-byid-supplyrequests-json,1,1,0
Cross.list-simple-byid-supplyrequests-xml,1,1,0
Cross.list-simple-byid-tasks,1,0,0
Cross.list-simple-byid-tasks-json,1,1,0
Cross.list-simple-byid-tasks-xml,1,1,0
Cross.list-simple-byid-terminologycapabilities,1,0,0
Cross.list-simple-byid-terminologycapabilities-json,1,1,0
Cross.list-simple-byid-terminologycapabilities-xml,1,1,0
Cross.list-simple-byid-testplans,1,0,0
Cross.list-simple-byid-testplans-json,1,1,0
Cross.list-simple-byid-testplans-xml,1,1,0
Cross.list-simple-byid-testreports,1,0,0
Cross.list-simple-byid-testreports-json,1,0,0
Cross.list-simple-byid-testreports-xml,1,0,0
Cross.list-simple-byid-testscripts,1,1,0
Cross.list-simple-byid-testscripts-json,1,1,0
Cross.list-simple-byid-testscripts-xml,1,1,0
Cross.list-simple-byid-valuesets,1,3,2041
Cross.list-simple-byid-valuesets-json,1,3,2156
Cross.list-simple-byid-valuesets-xml,1,4,2133
Cross.list-simple-byid-verificationresults,1,0,0
Cross.list-simple-byid-verificationresults-json,1,1,0
Cross.list-simple-byid-verificationresults-xml,1,1,0
Cross.list-simple-byid-visionprescriptions,1,0,0
Cross.list-simple-byid-visionprescriptions-json,1,0,0
Cross.list-simple-byid-visionprescriptions-xml,1,1,0
Cross.list-simple-capabilitystatements,1,0,0
Cross.list-simple-capabilitystatements-json,1,0,0
Cross.list-simple-capabilitystatements-xml,1,0,0
Cross.list-simple-careplans,1,0,0
Cross.list-simple-careplans-json,1,0,0
Cross.list-simple-careplans-xml,1,1,0
Cross.list-simple-careteams,1,0,0
Cross.list-simple-careteams-json,1,0,0
Cross.list-simple-careteams-xml,1,0,0
Cross.list-simple-catalogentries,1,0,0
Cross.list-simple-catalogentries-json,1,0,0
Cross.list-simple-catalogentries-xml,1,0,0
Cross.list-simple-chargeitemdefinitions,1,0,0
Cross.list-simple-chargeitemdefinitions-json,1,1,0
Cross.list-simple-chargeitemdefinitions-xml,1,1,0
Cross.list-simple-chargeitems,1,0,0
Cross.list-simple-chargeitems-json,1,1,0
Cross.list-simple-chargeitems-xml,1,1,0
Cross.list-simple-claimresponses,1,0,0
Cross.list-simple-claimresponses-json,1,1,0
Cross.list-simple-claimresponses-xml,1,1,0
Cross.list-simple-claims,1,0,0
Cross.list-simple-claims-json,1,1,0
Cross.list-simple-claims-xml,1,1,0
Cross.list-simple-clinicalimpressions,1,0,0
Cross.list-simple-clinicalimpressions-json,1,0,0
Cross.list-simple-clinicalimpressions-xml,1,1,0
Cross.list-simple-codesystems,1,1,1602
Cross.list-simple-codesystems-json,1,1,1697
Cross.list-simple-codesystems-xml,1,1,1678
Cross.list-simple-communicationrequests,1,0,0
Cross.list-simple-communicationrequests-json,1,0,0
Cross.list-simple-communicationrequests-xml,1,1,0
Cross.list-simple-communications,1,0,0
Cross.list-simple-communications-json,1,0,0
Cross.list-simple-communications-xml,1,0,0
Cross.list-simple-compartmentdefinitions,1,0,0
Cross.list-simple-compartmentdefinitions-json,1,0,0
Cross.list-simple-compartmentdefinitions-xml,1,1,0
Cross.list-simple-compositions,1,0,280
Cross.list-simple-compositions-json,1,1,295
Cross.list-simple-compositions-xml,1,1,292
Cross.list-simple-conceptmaps,1,0,0
Cross.list-simple-conceptmaps-json,1,1,0
Cross.list-simple-conceptmaps-xml,1,1,0
Cross.list-simple-conditions,1,0,68
Cross.list-simple-conditions-json,1,0,73
Cross.list-simple-conditions-xml,1,0,72
Cross.list-simple-consents,1,0,0
Cross.list-simple-consents-json,1,1,0
Cross.list-simple-consents-xml,1,1,0
Cross.list-simple-contracts,1,0,0
Cross.list-simple-contracts-json,1,1,0
Cross.list-simple-contracts-xml,1,1,0
Cross.list-simple-coverageeligibilityrequests,1,0,0
Cross.list-simple-coverageeligibilityrequests-json,1,0,0
Cross.list-simple-coverageeligibilityrequests-xml,1,0,0
Cross.list-simple-coverageeligibilityresponses,1,0,0
Cross.list-simple-coverageeligibilityresponses-json,1,0,0
Cross.list-simple-coverageeligibilityresponses-xml,1,0,0
Cross.list-simple-coverages,1,0,120
Cross.list-simple-coverages-json,1,0,130
Cross.list-simple-coverages-xml,1,0,128
Cross.list-simple-detectedissues,1,0,0
Cross.list-simple-detectedissues-json,1,0,0
Cross.list-simple-detectedissues-xml,1,0,0
Cross.list-simple-devicedefinitions,1,1,0
Cross.list-simple-devicedefinitions-json,1,1,0
Cross.list-simple-devicedefinitions-xml,1,1,0
Cross.list-simple-devicemetrics,1,0,0
Cross.list-simple-devicemetrics-json,1,0,0
Cross.list-simple-devicemetrics-xml,1,1,0
Cross.list-simple-devicerequests,1,0,0
Cross.list-simple-devicerequests-json,1,0,0
Cross.list-simple-devicerequests-xml,1,0,0
Cross.list-simple-devices,1,0,62
Cross.list-simple-devices-json,1,0,67
Cross.list-simple-devices-xml,1,1,66
Cross.list-simple-deviceusestatements,1,0,0
Cross.list-simple-deviceusestatements-json,1,0,0
Cross.list-simple-deviceusestatements-xml,1,0,0
Cross.list-simple-diagnosticreports,1,1,0
Cross.list-simple-diagnosticreports-json,1,1,0
Cross.list-simple-diagnosticreports-xml,1,1,0
Cross.list-simple-documentmanifests,1,0,0
Cross.list-simple-documentmanifests-json,1,1,0
Cross.list-simple-documentmanifests-xml,1,1,0
Cross.list-simple-documentreferences,1,0,0
Cross.list-simple-documentreferences-json,1,0,0
Cross.list-simple-documentreferences-xml,1,0,0
Cross.list-simple-domainresources,1,0,0
Cross.list-simple-domainresources-json,1,0,0
Cross.list-simple-domainresources-xml,1,0,0
Cross.list-simple-effectevidencesyntheses,1,0,0
Cross.list-simple-effectevidencesyntheses-json,1,0,0
Cross.list-simple-effectevidencesyntheses-xml,1,1,0
Cross.list-simple-encounters,1,0,136
Cross.list-simple-encounters-json,1,0,146
Cross.list-simple-encounters-xml,1,0,144
Cross.list-simple-endpoints,1,0,165
Cross.list-simple-endpoints-json,1,1,175
Cross.list-simple-endpoints-xml,1,1,173
Cross.list-simple-enrollmentrequests,1,0,0
Cross.list-simple-enrollmentrequests-json,1,0,0
Cross.list-simple-enrollmentrequests-xml,1,0,0
Cross.list-simple-enrollmentresponses,1,1,0
Cross.list-simple-enrollmentresponses-json,1,1,0
Cross.list-simple-enrollmentresponses-xml,1,1,0
Cross.list-simple-episodeofcares,1,0,0
Cross.list-simple-episodeofcares-json,1,1,0
Cross.list-simple-episodeofcares-xml,1,1,0
Cross.list-simple-eventdefinitions,1,0,0
Cross.list-simple-eventdefinitions-json,1,1,0
Cross.list-simple-eventdefinitions-xml,1,1,0
Cross.list-simple-evidences,1,0,0
Cross.list-simple-evidences-json,1,0,0
Cross.list-simple-evidences-xml,1,0,0
Cross.list-simple-evidencevariables,1,0,0
Cross.list-simple-evidencevariables-json,1,0,0
Cross.list-simple-evidencevariables-xml,1,0,0
Cross.list-simple-examplescenarios,1,1,0
Cross.list-simple-examplescenarios-json,1,1,0
Cross.list-simple-examplescenarios-xml,1,1,0
Cross.list-simple-explanationofbenefits,1,0,0
Cross.list-simple-explanationofbenefits-json,1,0,0
Cross.list-simple-explanationofbenefits-xml,1,0,0
Cross.list-simple-extensions,1,1,3332
Cross.list-simple-extensions-mm,1,1,6716
Cross.list-simple-familymemberhistories,1,0,0
Cross.list-simple-familymemberhistories-json,1,0,0
Cross.list-simple-familymemberhistories-xml,1,0,0
Cross.list-simple-flags,1,1,0
Cross.list-simple-flags-json,1,1,0
Cross.list-simple-flags-xml,1,1,0
Cross.list-simple-goals,1,0,0
Cross.list-simple-goals-json,1,0,0
Cross.list-simple-goals-xml,1,0,0
Cross.list-simple-graphdefinitions,1,0,0
Cross.list-simple-graphdefinitions-json,1,1,0
Cross.list-simple-graphdefinitions-xml,1,1,0
Cross.list-simple-groups,1,1,0
Cross.list-simple-groups-json,1,1,0
Cross.list-simple-groups-xml,1,1,0
Cross.list-simple-guidanceresponses,1,0,0
Cross.list-simple-guidanceresponses-json,1,0,0
Cross.list-simple-guidanceresponses-xml,1,0,0
Cross.list-simple-healthcareservices,1,0,530
Cross.list-simple-healthcareservices-json,1,0,560
Cross.list-simple-healthcareservices-xml,1,1,554
Cross.list-simple-imagingstudies,1,0,0
Cross.list-simple-imagingstudies-json,1,1,0
Cross.list-simple-imagingstudies-xml,1,1,0
Cross.list-simple-immunizationevaluations,1,0,0
Cross.list-simple-immunizationevaluations-json,1,1,0
Cross.list-simple-immunizationevaluations-xml,1,1,0
Cross.list-simple-immunizationrecommendations,1,0,0
Cross.list-simple-immunizationrecommendations-json,1,0,0
Cross.list-simple-immunizationrecommendations-xml,1,0,0
Cross.list-simple-immunizations,1,0,296
Cross.list-simple-immunizations-json,1,0,316
Cross.list-simple-immunizations-xml,1,1,312
Cross.list-simple-implementationguides,1,0,65
Cross.list-simple-implementationguides-json,1,1,70
Cross.list-simple-implementationguides-xml,1,1,69
Cross.list-simple-insuranceplans,1,0,0
Cross.list-simple-insuranceplans-json,1,1,0
Cross.list-simple-insuranceplans-xml,1,1,0
Cross.list-simple-invoices,1,0,0
Cross.list-simple-invoices-json,1,1,0
Cross.list-simple-invoices-xml,1,1,0
Cross.list-simple-libraries,1,0,0
Cross.list-simple-libraries-json,1,0,0
Cross.list-simple-libraries-xml,1,0,0
Cross.list-simple-linkages,1,0,0
Cross.list-simple-linkages-json,1,0,0
Cross.list-simple-linkages-xml,1,0,0
Cross.list-simple-lists,1,1,232
Cross.list-simple-lists-json,1,1,252
Cross.list-simple-lists-xml,1,1,248
Cross.list-simple-locations,1,1,675
Cross.list-simple-locations-json,1,1,725
Cross.list-simple-locations-xml,1,1,715
Cross.list-simple-logicals,1,1,0
Cross.list-simple-logicals-mm,1,1,0
Cross.list-simple-measurereports,1,0,0
Cross.list-simple-measurereports-json,1,0,0
Cross.list-simple-measurereports-xml,1,1,0
Cross.list-simple-measures,1,1,0
Cross.list-simple-measures-json,1,1,0
Cross.list-simple-measures-xml,1,1,0
Cross.list-simple-media,1,0,0
Cross.list-simple-media-json,1,0,0
Cross.list-simple-media-xml,1,0,0
Cross.list-simple-medicationadministrations,1,0,196
Cross.list-simple-medicationadministrations-json,1,0,206
Cross.list-simple-medicationadministrations-xml,1,1,204
Cross.list-simple-medicationdispenses,1,0,172
Cross.list-simple-medicationdispenses-json,1,0,182
Cross.list-simple-medicationdispenses-xml,1,0,180
Cross.list-simple-medicationknowledges,1,0,0
Cross.list-simple-medicationknowledges-json,1,0,0
Cross.list-simple-medicationknowledges-xml,1,1,0
Cross.list-simple-medicationrequests,1,0,252
Cross.list-simple-medicationrequests-json,1,1,267
Cross.list-simple-medicationrequests-xml,1,1,264
Cross.list-simple-medications,1,0,1412
Cross.list-simple-medications-json,1,1,1487
Cross.list-simple-medications-xml,1,1,1472
Cross.list-simple-medicationstatements,1,1,264
Cross.list-simple-medicationstatements-json,1,1,279
Cross.list-simple-medicationstatements-xml,1,1,276
Cross.list-simple-medicinalproductauthorizations,1,0,0
Cross.list-simple-medicinalproductauthorizations-json,1,1,0
Cross.list-simple-medicinalproductauthorizations-xml,1,1,0
Cross.list-simple-medicinalproductcontraindications,1,0,0
Cross.list-simple-medicinalproductcontraindications-json,1,0,0
Cross.list-simple-medicinalproductcontraindications-xml,1,1,0
Cross.list-simple-medicinalproductindications,1,1,0
Cross.list-simple-medicinalproductindications-json,1,1,0
Cross.list-simple-medicinalproductindications-xml,1,1,0
Cross.list-simple-medicinalproductingredients,1,1,0
Cross.list-simple-medicinalproductingredients-json,1,1,0
Cross.list-simple-medicinalproductingredients-xml,1,1,0
Cross.list-simple-medicinalproductinteractions,1,0,0
Cross.list-simple-medicinalproductinteractions-json,1,0,0
Cross.list-simple-medicinalproductinteractions-xml,1,0,0
Cross.list-simple-medicinalproductmanufactureds,1,1,0
Cross.list-simple-medicinalproductmanufactureds-json,1,1,0
Cross.list-simple-medicinalproductmanufactureds-xml,1,1,0
Cross.list-simple-medicinalproductpackageds,1,0,0
Cross.list-simple-medicinalproductpackageds-json,1,1,0
Cross.list-simple-medicinalproductpackageds-xml,1,1,0
Cross.list-simple-medicinalproductpharmaceuticals,1,0,0
Cross.list-simple-medicinalproductpharmaceuticals-json,1,1,0
Cross.list-simple-medicinalproductpharmaceuticals-xml,1,1,0
Cross.list-simple-medicinalproducts,1,0,0
Cross.list-simple-medicinalproducts-json,1,0,0
Cross.list-simple-medicinalproducts-xml,1,0,0
Cross.list-simple-medicinalproductundesirableeffects,1,0,0
Cross.list-simple-medicinalproductundesirableeffects-json,1,0,0
Cross.list-simple-medicinalproductundesirableeffects-xml,1,0,0
Cross.list-simple-messagedefinitions,1,1,0
Cross.list-simple-messagedefinitions-json,1,1,0
Cross.list-simple-messagedefinitions-xml,1,1,0
Cross.list-simple-messageheaders,1,0,0
Cross.list-simple-messageheaders-json,1,1,0
Cross.list-simple-messageheaders-xml,1,1,0
Cross.list-simple-molecularsequences,1,1,0
Cross.list-simple-molecularsequences-json,1,1,0
Cross.list-simple-molecularsequences-xml,1,1,0
Cross.list-simple-name-accounts,1,0,0
Cross.list-simple-name-accounts-json,1,0,0
Cross.list-simple-name-accounts-xml,1,0,0
Cross.list-simple-name-activitydefinitions,1,0,0
Cross.list-simple-name-activitydefinitions-json,1,0,0
Cross.list-simple-name-activitydefinitions-xml,1,1,0
Cross.list-simple-name-actordefinitions,1,0,0
Cross.list-simple-name-actordefinitions-json,1,0,0
Cross.list-simple-name-actordefinitions-xml,1,1,0
Cross.list-simple-name-adverseevents,1,0,0
Cross.list-simple-name-adverseevents-json,1,0,0
Cross.list-simple-name-adverseevents-xml,1,1,0
Cross.list-simple-name-allergyintolerances,1,1,344
Cross.list-simple-name-allergyintolerances-json,1,1,364
Cross.list-simple-name-allergyintolerances-xml,1,1,360
Cross.list-simple-name-appointmentresponses,1,0,0
Cross.list-simple-name-appointmentresponses-json,1,1,0
Cross.list-simple-name-appointmentresponses-xml,1,1,0
Cross.list-simple-name-appointments,1,1,0
Cross.list-simple-name-appointments-json,1,1,0
Cross.list-simple-name-appointments-xml,1,2,0
Cross.list-simple-name-auditevents,1,0,0
Cross.list-simple-name-auditevents-json,1,0,0
Cross.list-simple-name-auditevents-xml,1,0,0
Cross.list-simple-name-basics,1,0,0
Cross.list-simple-name-basics-json,1,0,0
Cross.list-simple-name-basics-xml,1,1,0
Cross.list-simple-name-binaries,1,0,0
Cross.list-simple-name-binaries-json,1,0,0
Cross.list-simple-name-binaries-xml,1,1,0
Cross.list-simple-name-biologicallyderivedproducts,1,0,0
Cross.list-simple-name-biologicallyderivedproducts-json,1,1,0
Cross.list-simple-name-biologicallyderivedproducts-xml,1,1,0
